Oracle,1,1,1,21,21,30,30,15,15,1,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,1,12,12,1,1,14,14,137,137,1,1,1,1,21,20,189,189,1,1,2,2,1,1,11,10,3,3,15,15,1,1
1.4405458471555814,state_ie,0.0,3.3313375325037553,3.77278626332172,2.645673229792776,0.0,0.0,0.0,0.0,3.0675953880919,0.0,0.0,0.0,0.0,2.567689466728856,0.0,2.9162907711960186,5.493411503891524,0.0,0.0,3.8130246686457507,6.1778304481020525,0.0,0.9992450176771077,0.0,2.2844813431829376,0.4809574483565976,2.7849606388652863,0.0
3.6448781490325928,5.264128684997559,51.5469605922699,65.69380974769592,0.26412248611450195,7.463510990142822,6.808284521102905,0.23996615409851074,1.578104019165039,1.2811245918273926,14.7241792678833,0.5042619705200195,0.5798370838165283,5.197489261627197,0.2900547981262207,5.031550407409668,16.067121028900146,2.876755952835083,0.11824584007263184,4.0610432624816895,18.88949203491211,3.2988545894622803,4.063573360443115,9.753002405166626,3.181340217590332,0.7102096080780029,23.122447967529297,0.32475805282592773
